timestamp,alert_id,event_category,event_name,severity,src_ip,dst_ip,dst_port,username,hostname,action,bytes_transferred,false_positive,analyst_note
2025-10-15T09:16:26,,Authentication,Successful Login,INFO,192.168.1.12,10.0.0.254,22,david.lee,WS-127,ALLOWED,4685,,
2025-10-15T09:18:11,ALT-1041,Network,C2 Communication Attempt,CRITICAL,103.21.244.0,192.168.1.15,4444,arogers,EXT-HOST,BLOCKED,28323,No,Requires investigation
2025-10-15T09:19:46,,Authentication,Successful Login,INFO,192.168.1.59,192.168.1.21,53,bkumar,WS-110,ALLOWED,20484,,
2025-10-15T09:28:36,,Network,DNS Query,INFO,192.168.1.55,192.168.1.24,53,priya.k,WS-131,ALLOWED,13218,,
2025-10-15T09:30:26,,Network,HTTP Request,INFO,192.168.1.16,192.168.1.12,80,svc_backup,WS-146,ALLOWED,5015,,
2025-10-15T09:34:07,ALT-1105,Authentication,Brute Force Attempt,HIGH,23.106.215.44,10.0.0.1,22,nancy.w,EXT-HOST,ALLOWED,48440,No,Requires investigation
2025-10-15T09:38:55,,Firewall,Connection Allowed,INFO,192.168.1.17,192.168.1.12,53,bkumar,WS-145,ALLOWED,45770,,
2025-10-15T09:42:39,,Authentication,Successful Login,INFO,185.220.101.47,192.168.1.12,3389,raj.m,EXT-HOST,ALLOWED,39582,,
2025-10-15T09:44:14,,Authentication,Successful Login,INFO,192.168.1.11,192.168.1.15,22,admin,WS-122,ALLOWED,500,,
2025-10-15T09:46:20,,Network,DNS Query,INFO,192.168.1.41,192.168.1.14,53,arogers,WS-126,ALLOWED,19744,,
2025-10-15T09:46:40,,System,File Access,INFO,192.168.1.46,192.168.1.11,80,bkumar,WS-142,ALLOWED,22630,,
2025-10-15T09:52:17,,Firewall,Connection Allowed,INFO,192.168.1.45,10.0.0.254,445,admin,WS-147,ALLOWED,38558,,
2025-10-15T09:53:34,ALT-1005,Authentication,Failed Login,WARNING,192.168.1.31,192.168.1.20,443,root,WS-144,ALLOWED,10114,Yes,Known svc account activity
2025-10-15T09:54:05,,Network,HTTPS Request,INFO,192.168.1.24,192.168.1.12,443,priya.k,WS-106,ALLOWED,10872,,
2025-10-15T09:57:40,ALT-1162,Authentication,Failed Login,WARNING,192.168.1.35,192.168.1.20,443,admin,WS-144,ALLOWED,49148,No,
2025-10-15T09:58:36,,Network,HTTP Request,INFO,192.168.1.15,10.0.0.1,80,svc_backup,WS-142,ALLOWED,42627,,
2025-10-15T09:59:36,,Firewall,Connection Allowed,INFO,192.168.1.10,192.168.1.28,445,asha.s,WS-147,ALLOWED,32653,,
2025-10-15T10:00:42,,System,File Access,INFO,192.168.1.27,192.168.1.24,8080,bkumar,WS-118,ALLOWED,32795,,
2025-10-15T10:03:31,,Firewall,Connection Allowed,INFO,192.168.1.45,192.168.1.10,443,root,WS-146,ALLOWED,26735,,
2025-10-15T10:12:19,ALT-1098,Firewall,Connection Blocked,WARNING,103.21.244.0,192.168.1.22,445,svc_backup,EXT-HOST,BLOCKED,11891,No,
2025-10-15T10:17:36,ALT-1014,Authentication,Failed Login,WARNING,192.168.1.54,192.168.1.24,22,arogers,WS-140,ALLOWED,38752,No,
2025-10-15T10:25:01,,Authentication,Successful Login,INFO,192.168.1.32,192.168.1.11,80,asha.s,WS-123,ALLOWED,28736,,
2025-10-15T10:25:12,,Network,HTTPS Request,INFO,192.168.1.59,192.168.1.17,443,testuser,WS-112,ALLOWED,40790,,
2025-10-15T10:26:07,ALT-1164,Authentication,Failed Login,WARNING,192.168.1.53,192.168.1.18,443,bkumar,WS-102,ALLOWED,23606,No,
2025-10-15T10:32:21,,Network,HTTPS Request,INFO,192.168.1.12,192.168.1.10,443,admin,WS-118,ALLOWED,29876,,
2025-10-15T10:34:46,,Authentication,Successful Login,INFO,192.168.1.53,192.168.1.21,445,asha.s,WS-134,ALLOWED,45602,,
2025-10-15T10:38:10,ALT-1012,Network,C2 Communication Attempt,CRITICAL,185.220.101.47,192.168.1.17,4444,arogers,EXT-HOST,BLOCKED,31473,No,Requires investigation
2025-10-15T10:44:12,ALT-1036,Authentication,Privilege Escalation,HIGH,192.168.1.39,192.168.1.26,53,jsmith,WS-141,ALLOWED,42758,No,Requires investigation
2025-10-15T10:44:29,,Firewall,Connection Allowed,INFO,192.168.1.46,10.0.0.2,53,priya.k,WS-127,ALLOWED,33869,,
2025-10-15T10:49:45,,Network,DNS Query,INFO,192.168.1.39,192.168.1.12,53,raj.m,WS-126,ALLOWED,31835,,
2025-10-15T10:49:46,,Authentication,Successful Login,INFO,192.168.1.49,192.168.1.28,22,arogers,WS-107,ALLOWED,15735,,
2025-10-15T10:51:25,ALT-1149,Authentication,Brute Force Attempt,HIGH,194.165.16.11,10.0.0.2,22,raj.m,EXT-HOST,ALLOWED,45108,No,Requires investigation
2025-10-15T10:52:04,ALT-1069,Authentication,Brute Force Attempt,HIGH,91.108.4.0,10.0.0.2,22,admin,EXT-HOST,ALLOWED,46302,No,Requires investigation
2025-10-15T10:52:12,,Network,HTTP Request,INFO,192.168.1.47,192.168.1.28,80,asha.s,WS-134,ALLOWED,31841,,
2025-10-15T10:52:19,,Authentication,Successful Login,INFO,192.168.1.58,192.168.1.22,3389,david.lee,WS-114,ALLOWED,17987,,
2025-10-15T10:55:06,,Network,HTTP Request,INFO,192.168.1.34,192.168.1.15,80,root,WS-114,ALLOWED,19809,,
2025-10-15T10:59:12,ALT-1127,Firewall,Connection Blocked,WARNING,192.168.1.30,192.168.1.14,53,bkumar,WS-131,BLOCKED,42644,No,
2025-10-15T11:03:44,,Network,DNS Query,INFO,192.168.1.15,192.168.1.17,53,arogers,WS-138,ALLOWED,40628,,
2025-10-15T11:03:49,ALT-1000,Network,Port Scan Detected,HIGH,103.21.244.0,192.168.1.13,660,david.lee,EXT-HOST,ALLOWED,29052,No,Requires investigation
2025-10-15T11:04:17,,Network,DNS Query,INFO,192.168.1.54,192.168.1.22,53,admin,WS-105,ALLOWED,39292,,
2025-10-15T11:07:06,,Network,DNS Query,INFO,192.168.1.17,192.168.1.15,53,svc_backup,WS-124,ALLOWED,27509,,
2025-10-15T11:07:17,,Authentication,Successful Login,INFO,192.168.1.55,10.0.0.254,3389,asha.s,WS-122,ALLOWED,30180,,
2025-10-15T11:10:15,,Network,DNS Query,INFO,192.168.1.56,10.0.0.254,53,admin,WS-100,ALLOWED,46106,,
2025-10-15T11:10:50,ALT-1148,Authentication,Brute Force Attempt,HIGH,10.0.0.5,10.0.0.2,22,svc_backup,EXT-HOST,ALLOWED,7818,No,Requires investigation
2025-10-15T11:13:12,,Authentication,Successful Login,INFO,192.168.1.56,192.168.1.10,8080,david.lee,WS-113,ALLOWED,38000,,
2025-10-15T11:14:52,,System,File Access,INFO,45.33.32.156,192.168.1.24,8080,jsmith,EXT-HOST,ALLOWED,8712,,
2025-10-15T11:15:08,,Network,DNS Query,INFO,192.168.1.21,192.168.1.25,53,jsmith,WS-138,ALLOWED,14439,,
2025-10-15T11:18:07,,Network,DNS Query,INFO,192.168.1.24,192.168.1.16,53,bkumar,WS-130,ALLOWED,40160,,
2025-10-15T11:18:43,,Network,HTTPS Request,INFO,192.168.1.30,192.168.1.12,443,root,WS-112,ALLOWED,19209,,
2025-10-15T11:21:46,,Authentication,Successful Login,INFO,192.168.1.18,192.168.1.13,443,david.lee,WS-104,ALLOWED,3096,,
2025-10-15T11:23:00,,Network,HTTPS Request,INFO,192.168.1.45,192.168.1.11,443,jsmith,WS-139,ALLOWED,29136,,
2025-10-15T11:23:53,ALT-1042,Authentication,Failed Login,WARNING,192.168.1.46,192.168.1.23,22,testuser,WS-101,ALLOWED,21384,Yes,Known svc account activity
2025-10-15T11:24:31,ALT-1110,Network,Port Scan Detected,HIGH,103.21.244.0,192.168.1.14,273,bkumar,EXT-HOST,ALLOWED,44476,No,Requires investigation
2025-10-15T11:27:00,,System,File Access,INFO,192.168.1.11,192.168.1.16,80,testuser,WS-119,ALLOWED,10746,,
2025-10-15T11:28:08,,Network,DNS Query,INFO,185.220.101.47,192.168.1.22,53,raj.m,EXT-HOST,ALLOWED,29771,,
2025-10-15T11:31:20,,Network,HTTPS Request,INFO,192.168.1.18,192.168.1.22,443,testuser,WS-143,ALLOWED,11422,,
2025-10-15T11:33:06,ALT-1128,Firewall,Connection Blocked,WARNING,192.168.1.21,10.0.0.254,443,root,WS-111,BLOCKED,24897,No,
2025-10-15T11:36:35,,Network,HTTPS Request,INFO,192.168.1.48,192.168.1.17,443,jsmith,WS-130,ALLOWED,34796,,
2025-10-15T11:37:33,ALT-1062,Network,Tor Exit Node Traffic,HIGH,103.21.244.0,192.168.1.16,9001,bkumar,EXT-HOST,ALLOWED,15942,No,Requires investigation
2025-10-15T11:37:59,,Network,HTTPS Request,INFO,192.168.1.20,10.0.0.1,443,arogers,WS-100,ALLOWED,17480,,
2025-10-15T11:38:08,,Network,DNS Query,INFO,192.168.1.53,192.168.1.14,53,raj.m,WS-116,ALLOWED,27531,,
2025-10-15T11:38:09,,Network,HTTP Request,INFO,192.168.1.52,192.168.1.21,80,raj.m,WS-110,ALLOWED,46749,,
2025-10-15T11:40:30,,Network,HTTP Request,INFO,192.168.1.25,192.168.1.19,80,bkumar,WS-119,ALLOWED,18132,,
2025-10-15T11:41:36,,Authentication,Successful Login,INFO,192.168.1.28,10.0.0.1,445,jsmith,WS-147,ALLOWED,47490,,
2025-10-15T11:48:36,ALT-1025,Firewall,Connection Blocked,WARNING,45.33.32.156,192.168.1.11,3389,admin,EXT-HOST,BLOCKED,34910,Yes,Known svc account activity
2025-10-15T11:56:22,,Firewall,Connection Allowed,INFO,192.168.1.15,192.168.1.22,443,asha.s,WS-130,ALLOWED,21307,,
2025-10-15T11:57:34,ALT-1044,Firewall,Connection Blocked,WARNING,103.21.244.0,192.168.1.14,8080,asha.s,EXT-HOST,BLOCKED,33424,No,
2025-10-15T12:01:19,,Network,DNS Query,INFO,192.168.1.49,192.168.1.20,53,asha.s,WS-119,ALLOWED,43805,,
2025-10-15T12:02:37,,System,Process Started,INFO,192.168.1.32,10.0.0.254,22,nancy.w,WS-114,ALLOWED,8007,,
2025-10-15T12:04:09,,System,Process Started,INFO,192.168.1.54,192.168.1.17,22,jsmith,WS-123,ALLOWED,1425,,
2025-10-15T12:07:22,,Network,HTTPS Request,INFO,192.168.1.29,192.168.1.10,443,priya.k,WS-148,ALLOWED,31486,,
2025-10-15T12:11:03,,Network,DNS Query,INFO,192.168.1.14,192.168.1.20,53,arogers,WS-116,ALLOWED,47530,,
2025-10-15T12:18:04,,Network,HTTP Request,INFO,103.21.244.0,192.168.1.19,80,admin,EXT-HOST,ALLOWED,45725,,
2025-10-15T12:19:56,ALT-1026,Malware,Suspicious Process,CRITICAL,185.220.101.47,192.168.1.13,53,nancy.w,EXT-HOST,BLOCKED,14885,No,Requires investigation
2025-10-15T12:21:40,,Authentication,Successful Login,INFO,192.168.1.24,192.168.1.20,445,bkumar,WS-132,ALLOWED,12807,,
2025-10-15T12:24:36,,System,File Access,INFO,192.168.1.33,192.168.1.11,445,priya.k,WS-149,ALLOWED,40716,,
2025-10-15T12:31:11,,Network,DNS Query,INFO,192.168.1.36,192.168.1.18,53,david.lee,WS-138,ALLOWED,31101,,
2025-10-15T12:32:23,ALT-1083,Network,Port Scan Detected,HIGH,194.165.16.11,192.168.1.18,853,svc_backup,EXT-HOST,ALLOWED,9879,No,Requires investigation
2025-10-15T12:33:56,,System,File Access,INFO,192.168.1.31,192.168.1.27,22,root,WS-112,ALLOWED,45811,,
2025-10-15T12:35:09,,Network,HTTP Request,INFO,192.168.1.56,192.168.1.20,80,david.lee,WS-136,ALLOWED,12557,,
2025-10-15T12:36:38,,Network,DNS Query,INFO,192.168.1.38,10.0.0.1,53,admin,WS-112,ALLOWED,35396,,
2025-10-15T12:43:13,,Network,DNS Query,INFO,192.168.1.32,10.0.0.1,53,bkumar,WS-116,ALLOWED,13028,,
2025-10-15T12:48:15,,Network,HTTP Request,INFO,192.168.1.46,192.168.1.28,80,bkumar,WS-131,ALLOWED,35628,,
2025-10-15T12:49:20,ALT-1089,Authentication,Failed Login,WARNING,192.168.1.20,192.168.1.14,443,raj.m,WS-134,ALLOWED,42161,No,
2025-10-15T12:50:10,,System,Process Started,INFO,192.168.1.49,192.168.1.23,80,admin,WS-142,ALLOWED,41880,,
2025-10-15T12:53:41,,Authentication,Successful Login,INFO,192.168.1.14,192.168.1.22,80,raj.m,WS-129,ALLOWED,5202,,
2025-10-15T13:00:49,ALT-1124,Authentication,Failed Login,WARNING,192.168.1.59,192.168.1.28,443,priya.k,WS-117,ALLOWED,35075,No,
2025-10-15T13:03:22,ALT-1155,Authentication,Brute Force Attempt,HIGH,45.33.32.156,10.0.0.1,22,nancy.w,EXT-HOST,ALLOWED,28980,No,Requires investigation
2025-10-15T13:03:32,ALT-1030,Authentication,Privilege Escalation,HIGH,192.168.1.13,192.168.1.22,80,testuser,WS-142,ALLOWED,14000,No,Requires investigation
2025-10-15T13:07:57,,Network,HTTP Request,INFO,192.168.1.16,192.168.1.12,80,jsmith,WS-148,ALLOWED,17779,,
2025-10-15T13:10:25,,System,File Access,INFO,192.168.1.11,192.168.1.21,22,admin,WS-149,ALLOWED,31968,,
2025-10-15T13:15:07,,Authentication,Successful Login,INFO,192.168.1.34,192.168.1.14,443,bkumar,WS-120,ALLOWED,16370,,
2025-10-15T13:19:13,,Network,HTTP Request,INFO,192.168.1.43,192.168.1.26,80,admin,WS-130,ALLOWED,19442,,
2025-10-15T13:25:31,,System,Process Started,INFO,192.168.1.28,192.168.1.12,3389,asha.s,WS-137,ALLOWED,36427,,
2025-10-15T13:26:08,ALT-1010,Network,Tor Exit Node Traffic,HIGH,194.165.16.11,192.168.1.18,9001,root,EXT-HOST,ALLOWED,36170,No,Requires investigation
2025-10-15T13:26:58,,Authentication,Successful Login,INFO,192.168.1.21,192.168.1.24,3389,jsmith,WS-116,ALLOWED,14927,,
2025-10-15T13:28:23,ALT-1038,Authentication,Brute Force Attempt,HIGH,194.165.16.11,10.0.0.2,22,testuser,EXT-HOST,ALLOWED,10296,No,Requires investigation
2025-10-15T13:31:29,,Firewall,Connection Allowed,INFO,192.168.1.16,10.0.0.2,445,priya.k,WS-135,ALLOWED,21596,,
2025-10-15T13:33:43,,Network,HTTP Request,INFO,192.168.1.39,192.168.1.12,80,testuser,WS-125,ALLOWED,5004,,
2025-10-15T13:34:03,ALT-1037,System,Registry Modification,WARNING,185.220.101.47,192.168.1.14,8080,testuser,EXT-HOST,ALLOWED,23273,Yes,Known svc account activity
2025-10-15T13:35:15,,Network,HTTPS Request,INFO,45.33.32.156,192.168.1.20,443,root,EXT-HOST,ALLOWED,39583,,
2025-10-15T13:36:11,,Network,HTTPS Request,INFO,192.168.1.36,10.0.0.254,443,root,WS-115,ALLOWED,44686,,
2025-10-15T13:36:49,,Authentication,Successful Login,INFO,103.21.244.0,192.168.1.11,22,root,EXT-HOST,ALLOWED,46602,,
2025-10-15T13:43:11,ALT-1067,Network,Tor Exit Node Traffic,HIGH,103.21.244.0,192.168.1.12,9001,nancy.w,EXT-HOST,ALLOWED,23318,No,Requires investigation
2025-10-15T13:47:18,,Network,DNS Query,INFO,192.168.1.32,192.168.1.27,53,david.lee,WS-136,ALLOWED,42761,,
2025-10-15T13:48:12,,Network,HTTPS Request,INFO,192.168.1.27,192.168.1.23,443,admin,WS-147,ALLOWED,35451,,
2025-10-15T13:48:15,,Network,HTTP Request,INFO,192.168.1.53,192.168.1.15,80,testuser,WS-135,ALLOWED,126,,
2025-10-15T13:51:34,,Network,HTTP Request,INFO,192.168.1.39,192.168.1.27,80,asha.s,WS-123,ALLOWED,33707,,
2025-10-15T13:52:48,,Authentication,Successful Login,INFO,192.168.1.34,10.0.0.2,80,asha.s,WS-108,ALLOWED,33018,,
2025-10-15T13:59:11,,Network,HTTP Request,INFO,192.168.1.49,192.168.1.23,80,priya.k,WS-146,ALLOWED,20594,,
2025-10-15T14:01:33,,System,File Access,INFO,192.168.1.10,192.168.1.19,8080,david.lee,WS-135,ALLOWED,16008,,
2025-10-15T14:06:18,ALT-1161,Authentication,Failed Login,WARNING,192.168.1.52,192.168.1.29,3389,testuser,WS-144,ALLOWED,16368,No,
2025-10-15T14:06:19,,Authentication,Successful Login,INFO,192.168.1.36,192.168.1.20,53,asha.s,WS-140,ALLOWED,42521,,
2025-10-15T14:07:48,,Network,DNS Query,INFO,192.168.1.45,192.168.1.22,53,root,WS-129,ALLOWED,910,,
2025-10-15T14:08:30,,Authentication,Successful Login,INFO,192.168.1.25,192.168.1.18,3389,priya.k,WS-123,ALLOWED,6159,,
2025-10-15T14:09:32,,Network,HTTP Request,INFO,192.168.1.25,192.168.1.26,80,raj.m,WS-124,ALLOWED,27400,,
2025-10-15T14:16:14,,Authentication,Successful Login,INFO,192.168.1.18,192.168.1.29,445,raj.m,WS-124,ALLOWED,42271,,
2025-10-15T14:17:31,,Authentication,Successful Login,INFO,192.168.1.47,192.168.1.13,445,svc_backup,WS-111,ALLOWED,44244,,
2025-10-15T14:18:18,,Network,HTTPS Request,INFO,192.168.1.46,192.168.1.27,443,nancy.w,WS-100,ALLOWED,28123,,
2025-10-15T14:18:38,,System,Process Started,INFO,192.168.1.43,192.168.1.14,53,raj.m,WS-101,ALLOWED,19653,,
2025-10-15T14:23:27,,Authentication,Successful Login,INFO,192.168.1.48,192.168.1.11,443,jsmith,WS-149,ALLOWED,9093,,
2025-10-15T14:27:02,,Authentication,Successful Login,INFO,192.168.1.15,192.168.1.21,8080,david.lee,WS-114,ALLOWED,19759,,
2025-10-15T14:28:09,,Authentication,Successful Login,INFO,185.220.101.47,192.168.1.27,80,svc_backup,EXT-HOST,ALLOWED,17431,,
2025-10-15T14:28:18,ALT-1022,Authentication,Brute Force Attempt,HIGH,185.220.101.47,10.0.0.2,22,asha.s,EXT-HOST,ALLOWED,41177,No,Requires investigation
2025-10-15T14:28:49,,Firewall,Connection Allowed,INFO,192.168.1.23,192.168.1.23,22,priya.k,WS-118,ALLOWED,22235,,
2025-10-15T14:29:58,ALT-1097,Data,Large File Transfer,WARNING,192.168.1.30,192.168.1.19,445,raj.m,WS-120,ALLOWED,3154680,No,
2025-10-15T14:31:02,,Network,DNS Query,INFO,192.168.1.36,192.168.1.13,53,svc_backup,WS-116,ALLOWED,24630,,
2025-10-15T14:33:51,ALT-1053,Data,Large File Transfer,WARNING,192.168.1.57,192.168.1.24,3389,david.lee,WS-123,ALLOWED,4356101,No,
2025-10-15T14:40:02,,Authentication,Successful Login,INFO,192.168.1.42,192.168.1.18,3389,raj.m,WS-120,ALLOWED,38239,,
2025-10-15T14:40:58,,Network,HTTP Request,INFO,103.21.244.0,192.168.1.17,80,arogers,EXT-HOST,ALLOWED,37654,,
2025-10-15T14:41:19,,Network,HTTP Request,INFO,192.168.1.36,192.168.1.11,80,root,WS-105,ALLOWED,39697,,
2025-10-15T14:43:51,ALT-1146,Network,Port Scan Detected,HIGH,194.165.16.11,192.168.1.10,389,testuser,EXT-HOST,ALLOWED,47715,No,Requires investigation
2025-10-15T14:47:22,,System,Process Started,INFO,192.168.1.33,192.168.1.26,80,raj.m,WS-109,ALLOWED,39917,,
2025-10-15T14:51:23,,Network,HTTP Request,INFO,192.168.1.16,192.168.1.10,80,arogers,WS-138,ALLOWED,21361,,
2025-10-15T14:52:08,,Authentication,Successful Login,INFO,192.168.1.30,192.168.1.22,443,raj.m,WS-126,ALLOWED,43676,,
2025-10-15T14:55:36,,System,Process Started,INFO,192.168.1.51,192.168.1.14,22,arogers,WS-139,ALLOWED,45497,,
2025-10-15T14:55:44,ALT-1118,Network,C2 Communication Attempt,CRITICAL,45.33.32.156,192.168.1.13,8080,root,EXT-HOST,BLOCKED,195,No,Requires investigation
2025-10-15T15:00:00,ALT-1122,Firewall,Connection Blocked,WARNING,192.168.1.45,192.168.1.25,3389,jsmith,WS-112,BLOCKED,42216,Yes,Known svc account activity
2025-10-15T15:00:08,,Authentication,Successful Login,INFO,192.168.1.46,10.0.0.2,80,bkumar,WS-139,ALLOWED,25170,,
2025-10-15T15:04:14,ALT-1087,Authentication,Failed Login,WARNING,192.168.1.12,192.168.1.28,80,priya.k,WS-137,ALLOWED,38054,Yes,Known svc account activity
2025-10-15T15:07:39,ALT-1020,Authentication,Failed Login,WARNING,192.168.1.40,192.168.1.25,3389,priya.k,WS-138,ALLOWED,33408,Yes,Known svc account activity
2025-10-15T15:09:19,,Authentication,Successful Login,INFO,192.168.1.56,192.168.1.20,80,admin,WS-132,ALLOWED,44227,,
2025-10-15T15:11:59,ALT-1163,Network,Port Scan Detected,HIGH,103.21.244.0,192.168.1.16,219,jsmith,EXT-HOST,ALLOWED,25060,No,Requires investigation
2025-10-15T15:12:12,,System,Process Started,INFO,192.168.1.28,192.168.1.14,3389,priya.k,WS-136,ALLOWED,16204,,
2025-10-15T15:14:30,ALT-1135,System,Registry Modification,WARNING,192.168.1.44,10.0.0.2,22,bkumar,WS-145,ALLOWED,2375,Yes,Known svc account activity
2025-10-15T15:17:49,,Authentication,Successful Login,INFO,192.168.1.34,192.168.1.28,3389,raj.m,WS-100,ALLOWED,23152,,
2025-10-15T15:19:36,,Network,HTTPS Request,INFO,192.168.1.43,192.168.1.13,443,raj.m,WS-149,ALLOWED,23826,,
2025-10-15T15:23:55,,System,Process Started,INFO,192.168.1.56,192.168.1.11,22,admin,WS-106,ALLOWED,37974,,
2025-10-15T15:26:16,ALT-1039,Authentication,Brute Force Attempt,HIGH,172.16.0.20,10.0.0.2,22,david.lee,EXT-HOST,ALLOWED,33677,No,Requires investigation
2025-10-15T15:31:12,ALT-1035,Authentication,Failed Login,WARNING,192.168.1.53,192.168.1.13,80,nancy.w,WS-120,ALLOWED,39965,No,
2025-10-15T15:37:41,,System,File Access,INFO,192.168.1.10,192.168.1.29,443,svc_backup,WS-142,ALLOWED,43892,,
2025-10-15T15:47:02,,System,Process Started,INFO,192.168.1.33,10.0.0.1,3389,nancy.w,WS-111,ALLOWED,48190,,
2025-10-15T15:51:07,ALT-1136,Authentication,Failed Login,WARNING,192.168.1.22,10.0.0.1,22,bkumar,WS-104,ALLOWED,5803,No,
2025-10-15T15:52:05,,Network,HTTP Request,INFO,192.168.1.41,192.168.1.10,80,david.lee,WS-110,ALLOWED,30730,,
2025-10-15T15:54:50,,Firewall,Connection Allowed,INFO,192.168.1.24,192.168.1.12,53,svc_backup,WS-120,ALLOWED,2041,,
2025-10-15T15:56:12,,Network,DNS Query,INFO,192.168.1.49,192.168.1.18,53,raj.m,WS-121,ALLOWED,12084,,
2025-10-15T15:57:11,ALT-1101,Firewall,Connection Blocked,WARNING,192.168.1.56,10.0.0.254,22,nancy.w,WS-145,BLOCKED,7642,Yes,Known svc account activity
2025-10-15T15:57:12,,System,File Access,INFO,192.168.1.12,192.168.1.14,22,arogers,WS-124,ALLOWED,37274,,
2025-10-15T16:00:40,,Network,HTTP Request,INFO,192.168.1.14,192.168.1.25,80,nancy.w,WS-117,ALLOWED,38859,,
2025-10-15T16:02:13,,Network,DNS Query,INFO,192.168.1.31,192.168.1.15,53,jsmith,WS-104,ALLOWED,26360,,
2025-10-15T16:05:54,,Network,DNS Query,INFO,192.168.1.53,192.168.1.16,53,root,WS-105,ALLOWED,18698,,
2025-10-15T16:08:35,ALT-1029,Authentication,Brute Force Attempt,HIGH,172.16.0.20,10.0.0.1,22,svc_backup,EXT-HOST,ALLOWED,42359,No,Requires investigation
2025-10-15T16:18:53,ALT-1159,Authentication,Failed Login,WARNING,192.168.1.15,192.168.1.25,3389,nancy.w,WS-101,ALLOWED,6826,No,
2025-10-15T16:20:41,,Authentication,Successful Login,INFO,192.168.1.24,192.168.1.27,53,priya.k,WS-112,ALLOWED,24206,,
2025-10-15T16:21:00,,Authentication,Successful Login,INFO,192.168.1.48,192.168.1.25,445,testuser,WS-102,ALLOWED,23662,,
2025-10-15T16:22:05,ALT-1119,System,Registry Modification,WARNING,192.168.1.39,192.168.1.20,53,testuser,WS-119,ALLOWED,30465,Yes,Known svc account activity
2025-10-15T16:22:59,,Authentication,Successful Login,INFO,192.168.1.39,10.0.0.2,53,root,WS-149,ALLOWED,36230,,
2025-10-15T16:23:48,,Network,HTTP Request,INFO,192.168.1.58,192.168.1.27,80,admin,WS-106,ALLOWED,25914,,
2025-10-15T16:24:08,,System,Process Started,INFO,192.168.1.54,192.168.1.29,443,nancy.w,WS-118,ALLOWED,46431,,
2025-10-15T16:25:13,,Network,HTTPS Request,INFO,192.168.1.49,192.168.1.11,443,svc_backup,WS-112,ALLOWED,25262,,
2025-10-15T16:27:31,,Authentication,Successful Login,INFO,192.168.1.27,192.168.1.16,3389,bkumar,WS-150,ALLOWED,5869,,
2025-10-15T16:28:42,,Network,DNS Query,INFO,192.168.1.16,192.168.1.29,53,asha.s,WS-141,ALLOWED,36883,,
2025-10-15T16:30:32,ALT-1078,Network,C2 Communication Attempt,CRITICAL,185.220.101.47,192.168.1.18,8080,david.lee,EXT-HOST,BLOCKED,30402,No,Requires investigation
2025-10-15T16:34:41,ALT-1100,Malware,Suspicious Process,CRITICAL,45.33.32.156,192.168.1.16,3389,root,EXT-HOST,BLOCKED,6497,No,Requires investigation
2025-10-15T16:36:10,,Network,DNS Query,INFO,192.168.1.33,192.168.1.11,53,testuser,WS-131,ALLOWED,1130,,
2025-10-15T16:37:09,ALT-1003,Network,Port Scan Detected,HIGH,185.220.101.47,192.168.1.17,650,asha.s,EXT-HOST,ALLOWED,29104,No,Requires investigation
2025-10-15T16:37:16,,Authentication,Successful Login,INFO,192.168.1.10,192.168.1.23,8080,priya.k,WS-119,ALLOWED,10518,,
2025-10-15T16:39:48,,Network,HTTPS Request,INFO,192.168.1.12,192.168.1.19,443,priya.k,WS-120,ALLOWED,20421,,
2025-10-15T16:46:15,,Network,DNS Query,INFO,192.168.1.32,192.168.1.14,53,admin,WS-142,ALLOWED,27575,,
2025-10-15T16:48:02,,Authentication,Successful Login,INFO,192.168.1.17,10.0.0.1,445,bkumar,WS-145,ALLOWED,18019,,
2025-10-15T16:51:26,,Network,HTTPS Request,INFO,192.168.1.53,192.168.1.27,443,david.lee,WS-114,ALLOWED,16320,,
2025-10-15T16:51:34,,Network,HTTPS Request,INFO,192.168.1.59,10.0.0.2,443,testuser,WS-101,ALLOWED,31738,,
2025-10-15T16:53:31,ALT-1043,Authentication,Failed Login,WARNING,192.168.1.58,192.168.1.28,53,testuser,WS-120,ALLOWED,9993,No,
2025-10-15T16:54:06,ALT-1142,Network,C2 Communication Attempt,CRITICAL,194.165.16.11,192.168.1.11,4444,asha.s,EXT-HOST,BLOCKED,32133,No,Requires investigation
2025-10-15T16:54:35,ALT-1061,Authentication,Brute Force Attempt,HIGH,91.108.4.0,10.0.0.2,22,testuser,EXT-HOST,ALLOWED,47178,No,Requires investigation
2025-10-15T16:55:10,,Network,HTTPS Request,INFO,192.168.1.46,192.168.1.29,443,asha.s,WS-131,ALLOWED,21400,,
2025-10-15T16:56:40,ALT-1074,Firewall,Connection Blocked,WARNING,192.168.1.29,192.168.1.15,8080,david.lee,WS-118,BLOCKED,24187,Yes,Known svc account activity
2025-10-15T16:59:01,ALT-1063,Malware,Suspicious Process,CRITICAL,192.168.1.17,192.168.1.18,80,nancy.w,WS-103,BLOCKED,19119,No,Requires investigation
2025-10-15T17:07:49,,System,Process Started,INFO,192.168.1.43,10.0.0.1,445,nancy.w,WS-127,ALLOWED,41701,,
2025-10-15T17:07:54,,Network,DNS Query,INFO,192.168.1.13,10.0.0.1,53,testuser,WS-112,ALLOWED,32899,,
2025-10-15T17:08:47,,System,Process Started,INFO,192.168.1.41,10.0.0.2,443,admin,WS-123,ALLOWED,25098,,
